journal_title,publisher,issn
Applied Clinical Informatics,Georg Thieme Verlag KG,1869-0327
Psychoneuroendocrinology,Elsevier BV,0306-4530
Psychoneuroendocrinology,Elsevier BV,1873-3360
Biocontrol Science,"The Society for Antibacterial and Antifungal Agents, Japan",1342-4815
Biocontrol Science,"The Society for Antibacterial and Antifungal Agents, Japan",1884-0205
Music Perception: An Interdisciplinary Journal,University of California Press,0730-7829
Music Perception: An Interdisciplinary Journal,University of California Press,1533-8312
Pediatrics International,Wiley,1328-8067
Pediatrics International,Wiley,1442-200X
Hormone Research in Paediatrics,S. Karger AG,1663-2818
Hormone Research in Paediatrics,S. Karger AG,1663-2826
ACS Omega,American Chemical Society (ACS),2470-1343
Javnost - The Public,Informa UK Limited,1318-3222
Frontiers in Physics,Frontiers Media SA,2296-424X
Biomechanics and Modeling in Mechanobiology,Springer Science and Business Media LLC,1617-7940
Biomechanics and Modeling in Mechanobiology,Springer Science and Business Media LLC,1617-7959
Journal of Clinical Lipidology,Elsevier BV,1876-4789
Journal of Clinical Lipidology,Elsevier BV,1933-2874
Journal of Knot Theory and Its Ramifications,World Scientific Pub Co Pte Lt,0218-2165
Journal of Knot Theory and Its Ramifications,World Scientific Pub Co Pte Lt,1793-6527
Anesthesia & Analgesia,Ovid Technologies (Wolters Kluwer Health),0003-2999
Anesthesia & Analgesia,Ovid Technologies (Wolters Kluwer Health),1526-7598
Sleep Medicine Reviews,Elsevier BV,1087-0792
Sleep Medicine Reviews,Elsevier BV,1532-2955
Zeitschrift für Erziehungswissenschaft,Springer Science and Business Media LLC,1434-663X
Zeitschrift für Erziehungswissenschaft,Springer Science and Business Media LLC,1862-5215
Human Genomics,Springer Nature,1473-9542
Human Genomics,Springer Nature,1479-7364
International Journal of Constitutional Law,Oxford University Press (OUP),1474-2640
International Journal of Constitutional Law,Oxford University Press (OUP),1474-2659
The Sociological Review,SAGE Publications,0038-0261
The Sociological Review,SAGE Publications,1467-954X
Journal of Geochemical Exploration,Elsevier BV,0375-6742
Journal of Geochemical Exploration,Elsevier BV,1879-1689
Journal of Biomolecular Structure and Dynamics,Informa UK Limited,0739-1102
Journal of Biomolecular Structure and Dynamics,Informa UK Limited,1538-0254
Journal of Law and the Biosciences,Oxford University Press (OUP),2053-9711
Environmental Entomology,Oxford University Press (OUP),0046-225X
Environmental Entomology,Oxford University Press (OUP),1938-2936
Hypatia,Wiley,0887-5367
Hypatia,Wiley,1527-2001
Biological Conservation,Elsevier BV,0006-3207
Biological Conservation,Elsevier BV,1873-2917
Neurologia medico-chirurgica,Japan Neurosurgical Society,0470-8105
Neurologia medico-chirurgica,Japan Neurosurgical Society,1349-8029
APL Photonics,AIP Publishing,2378-0967
Journal of Virological Methods,Elsevier BV,0166-0934
Journal of Virological Methods,Elsevier BV,1879-0984
Methods in Ecology and Evolution,Wiley,2041-210X
Bulletin of Hispanic Studies,Liverpool University Press,1475-3839
Bulletin of Hispanic Studies,Liverpool University Press,1478-3398
Econometric Theory,Cambridge University Press (CUP),0266-4666
Econometric Theory,Cambridge University Press (CUP),1469-4360
Oncology Research and Treatment,S. Karger AG,2296-5262
Oncology Research and Treatment,S. Karger AG,2296-5270
European Journal of Medicinal Chemistry,Elsevier BV,0223-5234
European Journal of Medicinal Chemistry,Elsevier BV,1768-3254
European Journal of Hospital Pharmacy,BMJ,2047-9956
European Journal of Hospital Pharmacy,BMJ,2047-9964
Journal of the South African Veterinary Association,AOSIS,1019-9128
Journal of the South African Veterinary Association,AOSIS,2224-9435
Biology of Sport,Index Copernicus,0860-021X
Biology of Sport,Index Copernicus,2083-1862
ESC Heart Failure,Wiley,2055-5822
Investigative and Clinical Urology,The Korean Urological Association (KAMJE),2466-0493
Investigative and Clinical Urology,The Korean Urological Association (KAMJE),2466-054X
"Forum of Mathematics, Sigma",Cambridge University Press (CUP),2050-5094
Reaction Chemistry & Engineering,Royal Society of Chemistry (RSC),2058-9883
Open Life Sciences,Walter de Gruyter GmbH,2391-5412
Journal of Neuroinflammation,Springer Science and Business Media LLC,1742-2094
Sociological Forum,Wiley,0884-8971
Sociological Forum,Wiley,1573-7861
Building Research & Information,Informa UK Limited,0961-3218
Building Research & Information,Informa UK Limited,1466-4321
Traffic Injury Prevention,Informa UK Limited,1538-957X
Traffic Injury Prevention,Informa UK Limited,1538-9588
Intelligence and National Security,Informa UK Limited,0268-4527
Intelligence and National Security,Informa UK Limited,1743-9019
Plant and Soil,Springer Science and Business Media LLC,0032-079X
Plant and Soil,Springer Science and Business Media LLC,1573-5036
Journal of the American Medical Informatics Association,Oxford University Press (OUP),1067-5027
Journal of the American Medical Informatics Association,Oxford University Press (OUP),1527-974X
ACS Chemical Biology,American Chemical Society (ACS),1554-8929
ACS Chemical Biology,American Chemical Society (ACS),1554-8937
Dermatology and Therapy,Springer Nature,2190-9172
Dermatology and Therapy,Springer Nature,2193-8210
Structural Safety,Elsevier BV,0167-4730
Structural Safety,Elsevier BV,1879-3355
Quantum Science and Technology,IOP Publishing,2058-9565
Journal of Political Philosophy,Wiley,0963-8016
Journal of Political Philosophy,Wiley,1467-9760
ChemPlusChem,Wiley,2192-6506
Journal of Periodontology,Wiley,0022-3492
Journal of Periodontology,Wiley,1943-3670
Hydrology and Earth System Sciences,Copernicus GmbH,1027-5606
Hydrology and Earth System Sciences,Copernicus GmbH,1607-7938
Annals of the American Association of Geographers,Informa UK Limited,2469-4452
Annals of the American Association of Geographers,Informa UK Limited,2469-4460
Current Obesity Reports,Springer Science and Business Media LLC,2162-4968
STEM CELLS Translational Medicine,Wiley,2157-6564
STEM CELLS Translational Medicine,Wiley,2157-6580
European Review of History: Revue européenne d'histoire,Informa UK Limited,1350-7486
European Review of History: Revue européenne d'histoire,Informa UK Limited,1469-8293
Journal of Psychopathology and Behavioral Assessment,Springer Science and Business Media LLC,0882-2689
Journal of Psychopathology and Behavioral Assessment,Springer Science and Business Media LLC,1573-3505
Veterinary Microbiology,Elsevier BV,0378-1135
Veterinary Microbiology,Elsevier BV,1873-2542
Frontiers in Bioscience,Frontiers in Bioscience,1093-4715
Frontiers in Bioscience,Frontiers in Bioscience,1093-9946
Frontiers in Bioscience,Frontiers in Bioscience,1094-3935
"Nonlinear Analysis: Theory, Methods & Applications",Elsevier BV,0362-546X
"Nonlinear Analysis: Theory, Methods & Applications",Elsevier BV,1873-5215
Theoretical and Applied Genetics,Springer Science and Business Media LLC,0040-5752
Theoretical and Applied Genetics,Springer Science and Business Media LLC,1432-2242
Journal of Agronomy and Crop Science,Wiley,0931-2250
Journal of Agronomy and Crop Science,Wiley,1439-037X
Brazilian Journal of Microbiology,FapUNIFESP (SciELO),1517-8382
Brazilian Journal of Microbiology,FapUNIFESP (SciELO),1678-4405
Acta Neurochirurgica,Springer Science and Business Media LLC,0001-6268
Acta Neurochirurgica,Springer Science and Business Media LLC,0942-0940
CytoJournal,Medknow,0974-5963
CytoJournal,Medknow,1742-6413
Revista de Neurología,Viguera Editores SLU,0210-0010
Revista de Neurología,Viguera Editores SLU,1576-6578
American Journal of Ophthalmology,Elsevier BV,0002-9394
American Journal of Ophthalmology,Elsevier BV,1879-1891
Integrative Psychological and Behavioral Science,Springer Science and Business Media LLC,1932-4502
Integrative Psychological and Behavioral Science,Springer Science and Business Media LLC,1936-3567
Urban Studies,SAGE Publications,0042-0980
Urban Studies,SAGE Publications,1360-063X
Journal of Plant Nutrition and Soil Science,Wiley,1436-8730
Journal of Plant Nutrition and Soil Science,Wiley,1522-2624
Colloid and Interface Science Communications,Elsevier BV,2215-0382
Expert Opinion on Drug Safety,Informa Healthcare,1474-0338
Expert Opinion on Drug Safety,Informa Healthcare,1744-764X
Proceedings of the Institution of Civil Engineers - Transport,Thomas Telford Ltd.,0965-092X
Proceedings of the Institution of Civil Engineers - Transport,Thomas Telford Ltd.,1751-7710
Czech Journal of Genetics and Plant Breeding,Czech Academy of Agricultural Sciences,1212-1975
Czech Journal of Genetics and Plant Breeding,Czech Academy of Agricultural Sciences,1805-9325
Water Resources and Economics,Elsevier BV,2212-4284
Journal of Translational Medicine,Springer Nature,1479-5876
Austral Ecology,Wiley,1442-9985
Austral Ecology,Wiley,1442-9993
Environmental Pollution,Elsevier BV,0269-7491
Environmental Pollution,Elsevier BV,1873-6424
Journal of English Linguistics,SAGE Publications,0075-4242
Journal of English Linguistics,SAGE Publications,1552-5457
Birth,Wiley,0730-7659
Birth,Wiley,1523-536X
Evolutionary Ecology,Springer Science and Business Media LLC,0269-7653
Evolutionary Ecology,Springer Science and Business Media LLC,1573-8477
IEEE Transactions on Microwave Theory and Techniques,Institute of Electrical and Electronics Engineers (IEEE),0018-9480
IEEE Transactions on Microwave Theory and Techniques,Institute of Electrical and Electronics Engineers (IEEE),1557-9670
Swiss Medical Weekly,"EMH Swiss Medical Publishers, Ltd.",0036-7672
Swiss Medical Weekly,"EMH Swiss Medical Publishers, Ltd.",1424-3997
Swiss Medical Weekly,"EMH Swiss Medical Publishers, Ltd.",1424-7860
Journal of Solid State Chemistry,Elsevier BV,0022-4596
Journal of Solid State Chemistry,Elsevier BV,1095-726X
Journal of Immigrant and Minority Health,Springer Science and Business Media LLC,1557-1912
Journal of Immigrant and Minority Health,Springer Science and Business Media LLC,1557-1920
IEEE Transactions on Magnetics,Institute of Electrical and Electronics Engineers (IEEE),0018-9464
IEEE Transactions on Magnetics,Institute of Electrical and Electronics Engineers (IEEE),1941-0069
Social Work in Public Health,Informa UK Limited,1937-190X
Social Work in Public Health,Informa UK Limited,1937-1918
Journal of the Optical Society of America A,The Optical Society,1084-7529
Journal of the Optical Society of America A,The Optical Society,1520-8532
Veterinary Clinical Pathology,Wiley,0275-6382
Veterinary Clinical Pathology,Wiley,1939-165X
Journal of Thermal Analysis and Calorimetry,Springer Science and Business Media LLC,1388-6150
Journal of Thermal Analysis and Calorimetry,Springer Science and Business Media LLC,1588-2926
CrystEngComm,Royal Society of Chemistry (RSC),1466-8033
Forestry,Oxford University Press (OUP),0015-752X
Forestry,Oxford University Press (OUP),1464-3626
Chinese Journal of Integrative Medicine,Springer Science and Business Media LLC,1672-0415
Chinese Journal of Integrative Medicine,Springer Science and Business Media LLC,1993-0402
The American Historical Review,Oxford University Press (OUP),0002-8762
The American Historical Review,Oxford University Press (OUP),1937-5239
Russian Journal of Applied Chemistry,Pleiades Publishing Ltd,1070-4272
Russian Journal of Applied Chemistry,Pleiades Publishing Ltd,1608-3296
Administration & Society,SAGE Publications,0095-3997
Administration & Society,SAGE Publications,1552-3039
Journal of Veterinary Medical Science,Japanese Society of Veterinary Science,0916-7250
Journal of Veterinary Medical Science,Japanese Society of Veterinary Science,1347-7439
International Journal of American Linguistics,University of Chicago Press,0020-7071
International Journal of American Linguistics,University of Chicago Press,1545-7001
Journal of Tourism and Cultural Change,Informa UK Limited,1476-6825
Journal of Tourism and Cultural Change,Informa UK Limited,1747-7654
Journal of Alloys and Compounds,Elsevier BV,0925-8388
Journal of Alloys and Compounds,Elsevier BV,1873-4669
Fitoterapia,Elsevier BV,0367-326X
Fitoterapia,Elsevier BV,1873-6971
Journal of Intelligent Manufacturing,Springer Science and Business Media LLC,0956-5515
Journal of Intelligent Manufacturing,Springer Science and Business Media LLC,1572-8145
Ecological Research,Wiley,0912-3814
Ecological Research,Wiley,1440-1703
Journal of Empirical Finance,Elsevier BV,0927-5398
Journal of Empirical Finance,Elsevier BV,1879-1727
Clinical Neurophysiology,Elsevier BV,1388-2457
Clinical Neurophysiology,Elsevier BV,1872-8952
Journal of Plant Pathology,Springer Science and Business Media LLC,1125-4653
Journal of Plant Pathology,Springer Science and Business Media LLC,2239-7264
Journal of Colloid and Interface Science,Elsevier BV,0021-9797
Journal of Colloid and Interface Science,Elsevier BV,1095-7103
Journal of Parasitology,American Society of Parasitologists,0022-3395
Journal of Parasitology,American Society of Parasitologists,1937-2345
European Urology,Elsevier BV,0302-2838
European Urology,Elsevier BV,1873-7560
Cornea,Ovid Technologies (Wolters Kluwer Health),0277-3740
Cornea,Ovid Technologies (Wolters Kluwer Health),1536-4798
Fire Technology,Springer Science and Business Media LLC,0015-2684
Fire Technology,Springer Science and Business Media LLC,1572-8099
Colorectal Disease,Wiley,1462-8910
Colorectal Disease,Wiley,1463-1318
Archives of Microbiology,Springer Science and Business Media LLC,0302-8933
Archives of Microbiology,Springer Science and Business Media LLC,1432-072X
Freshwater Science,University of Chicago Press,2161-9549
Freshwater Science,University of Chicago Press,2161-9565
International Journal of Gynecologic Cancer,BMJ,1048-891X
International Journal of Gynecologic Cancer,BMJ,1525-1438
Chemical Engineering Science,Elsevier BV,0009-2509
Chemical Engineering Science,Elsevier BV,1873-4405
Advances in Structural Engineering,SAGE Publications,1369-4332
Advances in Structural Engineering,SAGE Publications,2048-4011
Journal of Family Business Strategy,Elsevier BV,1877-8585
Journal of Family Business Strategy,Elsevier BV,1877-8593
Neurobiology of Aging,Elsevier BV,0197-4580
Neurobiology of Aging,Elsevier BV,1558-1497
Public Health Nutrition,Cambridge University Press (CUP),1368-9800
Public Health Nutrition,Cambridge University Press (CUP),1475-2727
Hacettepe Journal of Mathematics and Statistics,Hacettepe Journal of Mathematics and Statistics,1303-5010
Landslides,Springer Science and Business Media LLC,1612-510X
Landslides,Springer Science and Business Media LLC,1612-5118
International Health,Oxford University Press (OUP),1876-3405
International Health,Oxford University Press (OUP),1876-3413
Microwave and Optical Technology Letters,Wiley,0895-2477
Microwave and Optical Technology Letters,Wiley,1098-2760
Operations Research Letters,Elsevier BV,0167-6377
Operations Research Letters,Elsevier BV,1872-7468
Clinical Physiology and Functional Imaging,Wiley,1475-0961
